sample_number;quantity;copper;zinc;calcium;gold;silver;organic
6;101;1.74;12.33;3.2;0.3;0.3;88.8
5;184;2.13;8.33;5.7;0.5;0.39;91.5
5;87;2.13;7;3;0.5;0.2;93.3
5;128;2.13;20.67;4;0.6;0.23;90.9
5;84;1.8;12.33;3;0.5;0.2;93.3
5;109;1.74;25;3.5;0.4;0.26;96
5;90;1.83;8;3;0.4;0.27;100.8
5;90;1.83;8;3;0.4;0.27;100.8
6;113;1.83;8.33;3.7;0.6;0.35;100.2
5;57;1.77;6.33;2.2;0.5;0.42;97.5
6;138;2.49;2;4.4;0.5;0.49;91.5
6;179;1.89;16.67;5.4;0.5;0.3;101.7
6;179;1.89;16.67;5.4;0.5;0.3;101.7
5;138;1.5;16.33;4.4;0.3;0.24;99.6
5;94;1.83;10.33;3.2;0.6;0.16;99.6
5;94;1.83;10.33;3.2;0.6;0.16;99.6
5;131;1.74;13.67;4.2;0.6;0.35;100.5
5;89;2.16;8.67;3;0.6;0.33;98.4
5;61;2.01;5.67;2.2;0.3;0.15;98.7
5;61;2.01;5.67;2.2;0.3;0.15;98.7
5;117;1.83;14;3.7;0.5;0.27;97.2
5;82;1.77;10.33;2.7;0.6;0.27;94.8
5;79;1.53;8.67;2.7;0.4;0.26;96.9
5;89;2.58;5.67;3;0.5;0.23;94.2
3;131;2.1;5.67;4.2;0.3;0.47;90.6
5;116;2.07;15.67;3.7;0.4;0.24;97.8
5;65;2.1;5.33;2.2;0.4;0.14;95.7
5;168;1.98;15.33;5.2;0.5;0.24;97.2
5;76;2.04;10;2.7;0.5;0.19;94.5
5;77;1.89;2.67;2.7;0.4;0.35;98.1
5;77;1.89;2.67;2.7;0.4;0.35;98.1
5;80;1.83;5.33;2.7;0.7;0.36;102
5;150;2.04;11;4.7;0.7;0.22;97.2
5;166;1.98;16.33;5.2;0.6;0.16;100.5
5;70;1.98;10.67;2.5;0.4;0.34;93
5;50;2.1;2.67;2;0.5;0.28;92.7
5;118;2.22;13;3.7;0.4;0.2;95.1
5;108;2.46;10.33;3.5;0.5;0.27;93
5;108;2.46;10.33;3.5;0.5;0.27;93
5;104;2.73;9.33;3.5;0.5;0.27;96
5;62;2.07;9;2.2;0.4;0.25;95.4
5;133;1.98;20.67;4.2;0.4;0.22;90.6
5;216;2.04;12.67;6.4;0.5;0.23;100.5
5;123;2.28;8.67;4;0.5;0.22;92.4
5;123;2.28;8.67;4;0.5;0.22;92.4
5;81;2.49;4.67;2.7;0.4;0.23;94.5
5;82;2.25;4.33;2.7;0.7;0.17;91.5
5;96;1.83;12;3.2;0.6;0.37;99.3
5;66;2.28;6;2.5;0.4;0.29;89.7
6;122;1.89;9.67;4;0.3;0.23;100.8
6;122;1.89;9.67;4;0.3;0.23;100.8
3;82;1.59;8.67;2.7;0.4;0.4;105
5;143;2.46;20;4.4;0.3;0.2;91.5
5;63;2.1;10.67;2.2;0.5;0.2;95.7
5;63;2.1;10.67;2.2;0.5;0.2;95.7
5;135;2.07;8.67;4.2;0.8;0.3;97.5
5;75;2.52;7.33;2.7;0.3;0.23;91.2
5;100;2.4;14;3.2;0.4;0.14;97.8
5;111;2.4;13.33;3.7;0.3;0.29;94.2
5;106;2.25;7;3.5;0.5;0.14;97.8
5;107;1.98;10.67;3.5;0.5;0.25;102.3
5;102;2.46;12.33;3.5;0.3;0.36;94.8
5;90;2.22;7.67;3;0.4;0.29;92.1
5;120;2.46;13.67;4;0.4;0.18;91.2
5;75;2.1;6.67;2.7;0.5;0.25;96.9
5;89;2.31;12;3;0.6;0.39;95.7
5;89;2.31;12;3;0.6;0.39;95.7
5;82;2.1;12;2.7;0.4;0.24;95.4
5;161;2.34;11;4.9;0.5;0.29;93.3
5;112;2.67;5.33;3.7;0.4;0.24;90
5;88;1.86;9.33;3;0.4;0.25;102
5;106;2.43;3.67;3.5;0.5;0.28;94.2
5;64;1.98;13;2.2;0.5;0.4;107.7
5;124;1.95;13;4;0.5;0.18;104.7
5;63;1.83;5.67;2.2;0.4;0.27;99.6
5;63;1.83;5.67;2.2;0.4;0.27;99.6
5;165;1.89;10.33;5.2;0.5;0.34;94.5
5;59;1.95;8;2.2;0.7;0.29;98.1
5;59;1.95;8;2.2;0.7;0.29;98.1
5;73;2.28;7.33;2.5;0.6;0.39;92.4
5;73;2.28;7.33;2.5;0.6;0.39;92.4
5;66;1.74;13.33;2.5;0.4;0.2;105
5;118;1.56;21.33;3.7;0.3;0.29;95.7
6;61;1.71;8.67;2.2;0.5;0.21;99.3
6;61;1.71;8.67;2.2;0.5;0.21;99.3
5;138;2.07;11.67;4.4;0.6;0.25;90.6
5;115;1.77;19;3.7;0.3;0.34;92.7
6;130;2.22;14.67;4.2;0.5;0.32;93
6;274;2.28;17;8.2;0.4;0.25;90.9
5;128;1.98;14;4;0.4;0.19;94.5
5;157;2.04;11.33;4.9;0.4;0.28;99.9
5;73;1.86;7;2.5;0.3;0.2;95.4
5;121;2.07;14.67;4;0.3;0.22;93.3
3;227;1.77;20;6.7;0.4;0.24;100.2
6;83;2.4;12.67;2.7;0.2;0.34;87.3
5;106;2.04;14;3.5;0.4;0.25;93.6
5;77;1.77;4.67;2.7;0.3;0.27;93
5;86;1.86;13.33;3;0.4;0.3;97.8
5;68;1.83;4.67;2.5;0.3;0.36;91.8
5;73;2.34;10.33;2.5;0.7;0.15;92.1
5;100;2.19;13;3.2;0.6;0.23;91.2
5;106;2.1;11.33;3.5;0.5;0.29;97.8
5;108;1.71;16.33;3.5;0.3;0.15;90.9
5;135;1.5;18;4.2;0.3;0.29;98.1
6;164;1.86;19.33;4.9;0.5;0.22;93.3
5;114;1.89;17.67;3.7;0.4;0.24;95.1
5;114;1.89;17.67;3.7;0.4;0.24;95.1
6;80;2.13;8;2.7;0.6;0.44;94.5
5;152;2.1;24;4.7;0.6;0.24;89.7
5;90;2.55;18;3;0.6;0.23;92.1
5;87;1.98;9.33;3;0.4;0.31;90
5;123;2.01;14;4;0.5;0.18;92.4
6;115;1.83;18;3.7;0.4;0.22;96.3
5;60;2.07;5.67;2.2;0.4;0.45;93.6
5;85;2.01;14.33;3;0.4;0.28;95.4
6;108;1.77;6.67;3.5;0.5;0.65;103.8
5;103;2.01;15;3.5;0.4;0.21;97.2
6;97;1.89;7.67;3.2;0.4;0.41;96
6;95;2.01;11;3.2;0.4;0.41;93.6
6;97;1.89;7.67;3.2;0.4;0.41;96
6;95;2.01;11;3.2;0.4;0.41;93.6
5;97;1.77;5.33;3.2;0.4;0.29;97.8
5;56;1.95;10.67;2;0.8;0.13;96.3
5;56;1.95;10.67;2;0.8;0.13;96.3
5;81;1.98;5;2.7;0.4;0.38;91.2
5;81;1.98;5;2.7;0.4;0.38;91.2
5;52;1.8;3.33;2;0.5;0.26;93.3
5;88;2.4;7.33;3;0.4;0.33;93.6
5;109;1.74;8.67;3.5;0.5;0.42;99.6
5;106;1.98;14.33;3.5;0.6;0.26;90.3
6;102;2.04;13.33;3.5;0.5;0.29;92.7
5;53;1.89;6;2;0.5;0.36;93
5;117;1.98;19;3.7;0.5;0.29;92.4
5;117;1.98;19;3.7;0.5;0.29;92.4
5;136;2.01;6;4.2;0.4;0.16;86.4
5;136;2.01;6;4.2;0.4;0.16;86.4
5;136;2.01;6;4.2;0.4;0.16;86.4
5;136;2.01;6;4.2;0.4;0.16;86.4
5;136;2.01;6;4.2;0.4;0.16;86.4
5;76;1.89;11.67;2.7;0.7;0.48;104.7
5;102;2.16;12;3.5;0.4;0.21;93.6
5;113;1.8;12;3.7;0.5;0.27;96.9
5;58;1.53;13.33;2.2;0.6;0.25;96.9
5;91;1.8;12.67;3;0.5;0.38;95.4
5;91;1.8;12.67;3;0.5;0.38;95.4
5;96;1.86;15.33;3.2;0.4;0.15;93.6
5;120;1.92;14.67;4;0.6;0.11;95.1
5;120;1.92;14.67;4;0.6;0.11;95.1
5;120;1.92;14.67;4;0.6;0.11;95.1
5;82;1.68;13.33;2.7;0.6;0.3;104.1
5;77;2.22;6;2.7;0.4;0.22;93.6
3;61;1.86;2;2.2;0.4;0.53;97.2
6;128;1.47;20;4;0.4;0.47;98.1
5;159;2.01;14.67;4.9;0.6;0.27;97.8
5;79;2.55;8;2.7;0.5;0.21;95.4
6;104;1.83;12.67;3.5;0.4;0.32;98.7
3;99;1.56;14.33;3.2;0.3;0.44;100.8
3;99;1.56;14.33;3.2;0.3;0.44;100.8
6;104;1.83;12.67;3.5;0.4;0.32;98.7
5;144;2.25;15;4.4;0.3;0.27;90.9
5;141;2.25;14.33;4.4;0.3;0.23;91.2
5;144;2.25;15;4.4;0.3;0.27;90.9
5;75;2.07;5;2.7;0.3;0.28;95.1
5;85;2.1;5.67;3;0.7;0.3;97.8
5;114;1.86;10;3.7;0.4;0.33;96
5;65;2.16;11;2.2;0.5;0.21;95.1
5;85;1.89;5;3;0.4;0.23;99.6
5;65;2.16;10.67;2.2;0.5;0.19;94.8
5;65;2.16;10.67;2.2;0.5;0.19;94.8
5;180;1.95;11.33;5.4;0.8;0.38;94.2
5;95;2.34;11.33;3.2;0.4;0.28;95.1
5;128;2.01;9.67;4;0.6;0.24;96.6
5;101;2.07;14;3.2;0.5;0.28;102.6
5;95;1.77;10.33;3.2;0.5;0.27;100.5
5;35;2.07;4.67;1.5;0.7;0.19;92.4
5;79;1.74;7.67;2.7;0.6;0.31;95.4
5;175;2.04;12.67;5.4;0.7;0.22;100.5
6;171;1.8;12;5.2;0.6;0.36;95.1
3;165;1.77;11.33;5.2;0.6;0.37;95.1
5;147;2.07;26;4.7;0.6;0.2;94.5
5;55;1.8;4.67;2;0.6;0.18;100.2
5;141;2.34;14.67;4.4;0.4;0.27;91.8
5;141;2.34;14.67;4.4;0.4;0.27;91.8
5;57;2.52;2.33;2.2;0.5;0.18;94.8
5;57;2.52;2.33;2.2;0.5;0.18;94.8
5;106;2.28;4;3.5;0.4;0.33;94.8
5;81;2.07;11;2.7;0.5;0.19;96.3
5;81;2.07;11;2.7;0.5;0.19;96.3
5;97;2.07;13.33;3.2;1;0.18;98.1
5;97;2.07;13.33;3.2;1;0.18;98.1
5;97;2.07;13.33;3.2;1;0.18;98.1
5;94;1.77;12.67;3.2;0.5;0.26;107.4
5;104;2.13;10;3.5;0.4;0.25;98.4
5;133;2.31;18.67;4.2;0.4;0.32;93.9
5;133;2.31;18.67;4.2;0.4;0.32;93.9
5;97;2.31;2.67;3.2;0.4;0.28;91.8
6;93;2.28;6.33;3.2;0.3;0.39;90.9
5;98;2.46;9.33;3.2;0.4;0.29;88.8
5;97;2.37;2;3.2;0.4;0.29;93.6
5;99;2.28;3.33;3.2;0.7;0.21;90.3
5;194;2.16;16.33;5.9;0.5;0.26;102.3
5;147;2.94;11.67;4.7;0.4;0.44;89.1
5;99;2.28;3.33;3.2;0.7;0.21;90.3
5;175;2.34;15.33;5.4;0.5;0.32;90.9
5;167;2.22;11;5.2;0.4;0.18;102
5;203;1.92;29.33;6.2;0.4;0.17;98.4
5;225;1.86;21.33;6.7;0.4;0.21;91.8
5;53;2.16;5;2;0.4;0.14;103.8
5;152;2.07;16.33;4.7;0.3;0.19;96
5;152;2.07;16.33;4.7;0.3;0.19;96
5;162;2.28;15;4.9;0.6;0.23;92.4
5;36;2.64;4.67;1.5;0.3;0.35;88.8
5;102;2.1;9;3.5;0.5;0.27;100.5
5;79;2.34;6.67;2.7;0.3;0.21;91.5
5;94;1.95;16;3.2;0.5;0.13;102.3
5;104;2.13;3.33;3.5;0.4;0.31;94.2
5;112;2.16;11.67;3.7;0.4;0.21;97.5
5;118;2.25;15;3.7;0.7;0.22;96
3;87;2.1;13;3;0.3;0.53;96
5;92;2.28;8;3;0.8;0.15;94.2
5;92;2.37;6.67;3;0.5;0.3;88.8
5;152;2.64;15.33;4.7;0.4;0.34;92.4
5;152;2.64;15.33;4.7;0.4;0.34;92.4
3;199;2.4;16.33;5.9;0.5;0.25;88.8
3;199;2.4;16.33;5.9;0.5;0.25;88.8
5;96;2.49;10.67;3.2;0.5;0.49;96.9
5;76;2.01;7.67;2.7;0.4;0.23;99.6
5;99;2.25;8.33;3.2;0.3;0.33;94.5
5;95;2.04;5;3.2;0.7;0.28;98.1
5;81;2.19;8.67;2.7;0.4;0.18;92.7
5;112;2.1;14.67;3.7;0.4;0.22;100.2
3;101;1.83;7.67;3.2;0.6;0.41;97.2
6;65;1.8;1.67;2.2;0.4;0.33;98.4
5;130;2.1;13.67;4.2;0.4;0.32;101.4
5;89;2.28;7.67;3;0.5;0.31;100.2
5;97;2.16;5.67;3.2;0.7;0.24;100.8
5;97;2.16;5.67;3.2;0.7;0.24;100.8
5;181;2.13;19.33;5.4;0.7;0.29;99
5;90;2.31;3.67;3;0.8;0.39;99.9
5;88;2.19;9.67;3;0.5;0.16;98.1
3;143;1.74;19;4.4;0.6;0.3;101.4
5;97;2.07;9.33;3.2;0.5;0.32;97.2
6;123;2.01;9.33;4;0.5;0.23;99
5;71;1.59;7.33;2.5;0.5;0.2;102.3
5;88;2.04;12.67;3;0.7;0.17;95.7
5;97;1.86;1.33;3.2;0.4;0.24;102
5;94;2.07;11.33;3.2;0.5;0.31;95.7
5;105;2.01;15;3.5;0.5;0.16;95.7
5;72;1.95;7.67;2.5;0.4;0.37;95.4
5;78;1.65;5.67;2.7;0.4;0.38;98.7
5;56;1.95;6.33;2;0.4;0.15;95.4
3;135;1.86;12.67;4.2;0.5;0.36;98.1
3;135;1.86;12.67;4.2;0.5;0.36;98.1
5;120;2.1;15;4;0.3;0.31;89.4
5;120;2.1;15;4;0.3;0.31;89.4
5;108;2.13;16.33;3.5;0.4;0.29;96.3
5;108;2.13;16.33;3.5;0.4;0.29;96.3
5;59;1.92;8.33;2.2;0.6;0.29;98.7
5;164;1.86;24.67;4.9;0.4;0.16;96.6
5;164;1.86;24.67;4.9;0.4;0.16;96.6
5;72;2.01;5;2.5;0.5;0.14;101.1
5;53;1.74;2.33;2;0.4;0.15;96
5;68;2.55;8;2.5;0.4;0.23;90.6
5;78;1.95;13.67;2.7;0.4;0.23;95.7
5;78;1.95;13.67;2.7;0.4;0.23;95.7
5;127;2.28;21;4;0.4;0.17;90.6
5;104;2.01;13;3.5;0.3;0.33;89.7
5;69;1.71;2.33;2.5;0.5;0.16;97.8
5;72;1.86;12.33;2.5;0.5;0.35;98.1
5;93;1.92;9.67;3.2;0.5;0.16;95.4
5;93;1.74;6.33;3.2;0.5;0.3;93
5;89;2.1;14;3;0.6;0.29;99.3
5;54;1.74;6.33;2;0.5;0.18;92.7
5;76;1.74;10.33;2.7;0.5;0.18;94.8
5;50;1.74;3.67;2;0.7;0.17;102.9
5;71;2.01;11.67;2.5;0.4;0.38;89.4
6;107;1.8;12.33;3.5;0.6;0.14;91.5
6;63;2.34;8.33;2.2;0.5;0.2;90.9
5;114;1.8;10.33;3.7;0.4;0.28;95.7
5;114;1.8;10.33;3.7;0.4;0.28;95.7
5;104;1.83;10;3.5;0.4;0.33;99.3
5;114;1.8;10.33;3.7;0.4;0.28;95.7
5;95;2.13;11.67;3.2;0.4;0.36;95.7
5;82;1.98;12.67;2.7;0.4;0.29;92.4
3;30;2.07;6.33;1.5;0.3;0.75;92.7
5;65;2.16;5.67;2.2;0.8;0.23;93
5;133;1.98;15.33;4.2;0.5;0.23;96
5;133;1.98;15.33;4.2;0.5;0.23;96
5;65;2.4;5;2.2;0.4;0.25;89.7
5;65;2.4;5;2.2;0.4;0.25;89.7
6;99;2.43;8;3.2;0.5;0.17;95.4
6;104;1.98;7;3.5;0.4;0.3;91.8
6;104;1.98;7;3.5;0.4;0.3;91.8
6;104;1.98;7;3.5;0.4;0.3;91.8
5;89;1.98;5.67;3;0.6;0.09;98.1
6;108;1.62;11.33;3.5;0.5;0.53;96
6;108;1.62;11.33;3.5;0.5;0.53;96
5;76;1.89;10.67;2.7;0.7;0.22;91.8
5;176;1.95;6.67;5.4;0.5;0.35;104.1
5;130;1.71;15.33;4.2;0.4;0.27;100.8
5;130;1.71;15.33;4.2;0.4;0.27;100.8
5;29;2.43;2.33;1.2;0.7;0.2;89.7
5;29;2.43;2.33;1.2;0.7;0.2;89.7
6;111;1.89;14.33;3.7;0.4;0.4;97.2
6;111;1.89;14.33;3.7;0.4;0.4;97.2
5;171;1.98;13.67;5.2;0.6;0.21;88.8
5;107;1.8;15.67;3.5;0.4;0.21;95.4
5;107;1.8;15.67;3.5;0.4;0.21;95.4
6;86;1.5;11;3;0.8;0.46;96.3
5;68;1.95;11.33;2.5;0.6;0.33;97.5
5;68;1.95;11.33;2.5;0.6;0.33;97.5
5;68;1.95;11.33;2.5;0.6;0.33;97.5
6;86;1.41;11;3;0.8;0.46;96.3
5;86;1.86;9.33;3;0.4;0.3;94.2
5;137;1.89;27;4.2;0.8;0.22;91.5
5;90;1.98;12.67;3;0.5;0.17;91.5
5;99;2.22;9;3.2;0.5;0.36;94.5
5;48;1.74;8.33;2;0.4;0.22;97.2
5;87;1.83;14;3;0.6;0.25;100.2
5;72;1.98;3.33;2.5;0.4;0.39;92.1
3;54;1.59;3.67;2;0.5;0.47;104.4
3;94;1.14;6.67;3.2;0.4;0.31;112.5
5;149;2.07;7.67;4.7;0.5;0.52;97.8
3;144;2.1;6.33;4.4;0.5;0.55;97.8
5;67;1.86;5.33;2.5;0.6;0.26;99.9
6;130;1.89;9;4.2;0.3;0.28;90
5;80;2.01;9.33;2.7;0.4;0.26;92.4
5;90;1.71;12.33;3;0.6;0.22;97.8
3;53;1.53;5.67;2;0.5;0.31;102
5;50;1.86;5;2;0.5;0.32;94.8
5;93;2.1;10.33;3.2;0.5;0.23;94.8
5;36;1.77;7.67;1.5;0.4;0.3;95.7
5;145;2.01;9;4.4;0.5;0.45;93.6
5;73;1.95;12.67;2.5;0.6;0.29;94.8
6;109;1.56;7.67;3.5;0.8;0.5;100.8
6;111;1.95;11.67;3.7;0.6;0.5;97.8
5;98;1.8;14;3.2;0.6;0.24;91.2
5;98;1.8;14;3.2;0.6;0.24;91.2
6;112;2.13;14.33;3.7;0.5;0.43;96.3
5;91;1.8;10;3;0.6;0.17;99.6
5;91;1.8;10;3;0.6;0.17;99.6
3;148;1.47;23;4.7;0.5;0.34;104.1
3;148;1.47;23;4.7;0.5;0.34;104.1
3;148;1.41;23;4.7;0.5;0.34;104.1
5;164;1.8;17.33;4.9;0.4;0.24;103.2
5;78;1.83;9;2.7;0.5;0.32;100.2
5;78;1.83;9;2.7;0.5;0.32;100.2
5;108;1.86;9.33;3.5;0.4;0.3;93.9
3;114;1.41;7.67;3.7;0.9;0.79;105.9
5;145;2.04;11.67;4.4;0.5;0.23;95.4
5;66;2.01;12;2.5;0.8;0.22;93
5;72;1.86;14.67;2.5;0.5;0.36;96
5;80;1.83;8.33;2.7;0.4;0.34;91.8
5;67;2.43;6.33;2.5;0.5;0.2;93.6
5;80;2.28;1.33;2.7;0.4;0.48;90.9
5;100;2.1;13.33;3.2;0.4;0.26;100.2
3;99;1.83;6;3.2;0.5;0.41;101.4
5;55;1.74;1;2;0.3;0.36;98.4
5;128;1.86;12;4;0.4;0.31;96.3
5;82;2.04;6;2.7;0.4;0.16;104.7
5;99;1.92;4;3.2;0.5;0.31;99.6
5;99;1.92;4;3.2;0.5;0.31;99.6
5;87;1.89;11.67;3;0.5;0.2;103.8
5;87;1.89;11.67;3;0.5;0.2;103.8
5;95;2.1;9.67;3.2;0.6;0.22;93.3
5;190;1.95;2.67;5.7;0.6;0.3;95.7
5;99;2.19;16;3.2;0.5;0.2;99.6
5;99;1.95;9.67;3.2;0.7;0.36;97.5
5;81;2.34;6;2.7;0.7;0.32;96.3
5;113;1.86;13;3.7;0.5;0.17;102.3
6;178;1.83;12;5.4;0.6;0.36;95.1
5;95;1.68;6;3.2;0.5;0.25;102.6
6;96;1.74;8.67;3.2;0.5;0.34;103.8
5;141;2.22;11.33;4.4;0.6;0.17;91.5
5;77;2.19;12.33;2.7;0.7;0.24;95.7
5;13;3.09;1.67;1;0.3;0.17;86.7
5;121;2.13;9.33;4;0.6;0.21;96
5;91;2.07;6;3;0.8;0.12;102.3
5;121;2.13;9.33;4;0.6;0.21;96
5;108;2.1;11;3.5;0.4;0.31;93.6
5;104;2.31;7.67;3.5;0.3;0.3;87.9
5;185;1.77;19.33;5.7;0.4;0.29;97.8
5;192;1.89;20.33;5.9;0.5;0.27;97.5
5;81;2.4;11.33;2.7;0.6;0.42;93.9
5;135;2.31;10.67;4.2;0.6;0.28;101.7
5;135;2.31;10.67;4.2;0.6;0.28;101.7
5;105;2.25;11;3.5;0.5;0.19;93
5;112;2.34;14.33;3.7;0.7;0.26;95.4
5;103;2.1;13;3.5;0.4;0.24;95.1
5;196;2.43;11;5.9;0.6;0.45;99.3
5;151;2.37;12.33;4.7;0.4;0.16;104.1
5;54;2.16;7;2;0.4;0.2;96.3
5;123;2.13;15;4;0.3;0.21;93.9
5;151;2.1;20.33;4.7;0.4;0.26;88.2
5;111;2.31;9.67;3.7;0.4;0.39;101.4
6;111;1.92;7.67;3.7;0.3;0.26;98.7
5;145;2.19;17.33;4.4;0.4;0.25;98.7
5;216;1.92;21;6.4;0.3;0.23;91.8
5;106;2.43;7.67;3.5;0.4;0.5;96.3
5;106;2.43;7.67;3.5;0.4;0.5;96.3
5;59;1.86;4.67;2.2;0.5;0.17;105
5;132;1.53;9.33;4.2;0.6;0.31;106.2
5;75;2.1;7.33;2.7;0.4;0.14;97.5
5;160;2.43;24.33;4.9;0.3;0.19;91.8
5;77;2.13;13;2.7;0.4;0.26;99.3
5;110;1.74;18.33;3.5;0.4;0.17;98.7
5;167;2.37;17.33;5.2;0.4;0.16;89.7
5;134;2.46;17.67;4.2;0.3;0.22;90.6
5;136;2.16;15.67;4.2;0.4;0.27;91.2
5;136;4.26;11;4.2;0.5;0.27;94.5
5;136;2.22;11;4.2;0.5;0.27;94.5
5;136;2.16;15.67;4.2;0.4;0.27;91.2
5;154;2.43;8.67;4.7;0.3;0.3;93
5;84;2.16;9;3;0.6;0.16;96.9
5;141;1.92;12.33;4.4;0.5;0.26;101.4
5;90;2.22;5;3;0.4;0.19;96
5;100;2.1;10.33;3.2;0.5;0.2;97.2
5;78;1.92;6.67;2.7;0.4;0.17;103.8
5;92;2.19;6;3;0.5;0.21;102
5;106;2.13;9;3.5;0.6;0.37;95.7
5;82;2.16;12.33;2.7;0.6;0.24;98.1
5;82;2.16;12.33;2.7;0.6;0.24;98.1
5;146;2.25;17.67;4.4;0.4;0.29;87
5;146;2.25;17.67;4.4;0.4;0.29;87
5;146;2.25;17.67;4.4;0.4;0.29;87
5;100;1.8;5.33;3.2;0.7;0.28;94.8
5;130;2.67;11;4.2;0.5;0.21;93
5;69;1.95;6;2.5;0.7;0.14;102
5;125;2.76;11.33;4;0.3;0.23;92.7
5;51;2.1;6.67;2;0.4;0.22;93
5;77;2.19;8.67;2.7;0.6;0.4;94.8
5;77;2.19;8.67;2.7;0.6;0.4;94.8
5;110;2.4;14;3.5;0.7;0.2;93
5;149;2.22;23.33;4.7;0.4;0.34;97.5
5;81;1.95;4.33;2.7;0.4;0.19;95.1
6;137;1.98;12.67;4.2;0.5;0.56;98.4
6;137;1.98;12.67;4.2;0.5;0.56;98.4
5;136;2.43;12;4.2;0.5;0.33;95.7
5;136;2.43;12;4.2;0.5;0.33;95.7
5;89;1.92;9;3;0.5;0.16;101.4
6;140;1.98;9.33;4.4;0.5;0.41;88.5
5;186;2.01;21;5.7;0.5;0.25;95.4
5;107;1.74;14.33;3.5;0.5;0.15;97.2
5;4;2.37;1.67;0.7;0.4;0.37;95.7
5;124;2.19;22;4;0.5;0.21;93.3
5;64;2.01;6.67;2.2;0.5;0.15;92.7
5;64;2.01;6.67;2.2;0.5;0.15;92.7
5;153;2.04;16.33;4.7;0.5;0.26;95.1
5;8;2.07;1.33;0.7;0.3;0.3;92.1
5;99;1.98;14;3.2;0.4;0.28;90.9
5;136;2.07;13.33;4.2;0.4;0.3;92.4
5;101;2.04;11;3.2;0.4;0.22;90.6
5;150;1.89;19;4.7;0.6;0.33;97.8
5;153;1.86;19.33;4.7;0.6;0.33;97.5
5;150;1.89;19;4.7;0.6;0.33;97.8
6;66;1.65;3.33;2.5;0.4;0.18;103.8
5;103;1.83;10.67;3.5;0.5;0.68;97.2
5;126;2.28;16.33;4;0.4;0.24;91.8
5;103;2.1;12;3.5;0.5;0.21;94.2
5;95;1.98;13.67;3.2;0.7;0.16;90.3
5;119;2.31;15.33;3.7;0.4;0.27;91.2
5;188;2.82;41.33;5.7;0.4;0.24;87
5;83;2.13;5;2.7;0.5;0.17;94.2
5;106;1.92;11.33;3.5;0.5;0.32;91.8
5;75;1.68;8.33;2.7;0.5;0.32;97.5
5;99;1.74;4.67;3.2;0.5;0.15;95.7
5;75;1.68;8.33;2.7;0.5;0.32;97.5
5;66;1.86;10;2.5;0.6;0.26;91.5
5;125;1.83;18.33;4;0.4;0.11;102.3
6;130;2.28;13;4.2;0.4;0.31;91.5
6;130;2.28;13;4.2;0.4;0.31;91.5
6;92;1.44;5.67;3;0.5;0.21;109.8
5;56;1.89;4;2;0.5;0.32;99
5;87;1.98;12.33;3;0.7;0.19;95.4
5;75;2.16;3.67;2.7;0.4;0.24;88.8
5;75;2.16;3.67;2.7;0.4;0.24;88.8
6;75;1.92;10.33;2.7;0.7;0.29;87
5;102;2.07;2;3.5;0.6;0.19;87.6
5;85;2.13;6.33;3;0.4;0.2;91.2
5;85;2.13;6.33;3;0.4;0.2;91.2
5;59;1.98;15;2.2;0.5;0.15;88.8
5;162;2.22;20.5;4.9;0.3;0.29;90.6
6;73;1.77;12.67;2.5;0.5;0.2;100.8
6;73;1.77;12.67;2.5;0.5;0.2;100.8
6;118;1.86;15;3.7;0.4;0.39;96.9
6;118;1.86;15;3.7;0.4;0.39;96.9
6;118;1.86;15;3.7;0.4;0.39;96.9
5;93;1.92;10.33;3.2;0.4;0.35;93.6
5;31;1.62;3.33;1.5;0.6;0.15;91.2
6;95;1.77;10.67;3.2;0.5;0.23;96.3
6;79;1.89;8;2.7;0.4;0.29;92.4
5;130;2.04;15;4.2;0.4;0.3;91.2
5;93;1.92;11.67;3.2;0.7;0.25;96.9
5;88;1.77;13.33;3;0.5;0.24;95.7
5;124;1.77;23;4;0.7;0.22;93.9
5;96;2.28;14;3.2;0.5;0.35;91.2
5;83;2.1;10.33;2.7;0.5;0.2;93.9
5;109;2.52;12;3.5;0.3;0.27;86.7
5;120;1.89;10.67;4;0.4;0.29;95.1
5;120;1.89;10.67;4;0.4;0.29;95.1
5;135;1.86;12.33;4.2;0.4;0.3;95.4
5;56;2.07;5.33;2;0.5;0.28;91.5
5;56;2.07;5.33;2;0.5;0.28;91.5
5;56;2.07;5.33;2;0.5;0.28;91.5
5;104;2.13;9.67;3.5;0.4;0.39;92.1
5;126;2.04;13.33;4;0.4;0.38;93.3
5;68;1.77;8;2.5;0.6;0.18;98.7
5;63;1.77;12;2.2;0.4;0.12;99.9
5;58;1.77;6.33;2.2;0.4;0.48;104.1
8;75;1.8;10;2.7;0.4;0.59;93
5;98;1.65;8;3.2;0.4;0.62;94.5
5;105;1.74;8;3.5;0.3;0.28;100.8
3;136;1.65;15;4.2;0.4;0.32;97.8
5;82;1.92;6.33;2.7;0.4;0.31;95.1
5;91;2.22;14.67;3;0.3;0.2;100.8
5;102;2.16;10.33;3.5;0.5;0.24;94.5
5;63;2.94;1.33;2.2;0.3;0.36;86.7
5;183;1.95;16;5.7;0.5;0.24;103.5
5;183;1.95;16;5.7;0.5;0.24;103.5
5;221;1.95;19.67;6.7;0.6;0.43;96.9
5;110;1.89;10.33;3.5;0.3;0.22;100.5
6;99;1.77;14;3.2;0.5;0.3;94.5
